1762	王安石	0.047085299
1845	王珪	0.012231559
1649	蔡京	0.011519354
333	章惇	0.00972056
559	范純仁	0.008097044
8043	范仲淹	0.00752611
1417	畢仲游	0.007226872
630	韓琦	0.006330699
8116	蘇頌	0.006246152
1309	呂惠卿	0.005514426
12988	楊傑	0.005204564
1707	曾布	0.005077743
12157	劉弇	0.004455161
1760	王安禮	0.004327581
1558	宋祁	0.003943447
8089	劉摯	0.003943034
3513	李覯	0.00297834
1647	蔡確	0.002673282
13460	華鎮	0.002591642
1316	呂公弼	0.002532608
1327	呂大防	0.002366824
15296	鄭俠	0.002241897
8098	陸佃	0.002121781
1593	唐介	0.002115721
7076	王安國	0.001982385
3672	毛滂	0.001962084
8127	狄青	0.001936627
8066	黃履	0.001909583
1078	李師中	0.001904063
1400	彭汝礪	0.001897524
607	馮京	0.0018088
8085	林希	0.001781903
1722	杜杞	0.001631229
8118	孫沔	0.001617751
8031	賈昌朝	0.001594844
3967	王令	0.00158486
644	韓忠彥	0.001582988
7404	葉濤	0.001576517
8119	宋庠	0.001576345
1531	孫抗	0.001559391
2032	楊畏	0.001550906
7106	邢恕	0.001496837
1353	馬遵	0.001489376
1919	王堯臣	0.001473602
272	張商英	0.001463256
7045	劉安世	0.00141371
411	鄭戩	0.001407843
1201	劉彝	0.0013802
1	安惇	0.001359194
1445	沈季長	0.001352549
7384	王無咎	0.001352346
3958	王回	0.001348029
1705	曾伉	0.001284208
911	高若訥	0.001277733
1450	沈括	0.001270489
3968	王雱	0.001267373
1408	蒲宗孟	0.001250282
971	李常	0.001232629
20649	呂璹	0.001226811
3583	劉跂	0.001210609
1865	王韶	0.001206455
560	范純禮	0.001203869
2112	元絳	0.0011977
1323	呂升卿	0.001193857
3723	施大任	0.00119114
12124	盛陶	0.001174606
7383	王子韶	0.001169076
1483	舒亶	0.001151641
1464	施昌言	0.00113022
3	安燾	0.001120447
1781	王贄	0.001119745
7324	沈扶	0.001118992
22123	王陶	0.001113258
1137	梁適	0.001087611
345	章楶	0.001085222
1437	邵必	0.001080596
1587	譚掞	0.001061324
1294	呂嘉問	0.001058101
7391	文及甫	0.001053345
7304	呂公綽	0.001039537
122	程師孟	0.00103556
1315	呂公孺	0.001019832
12964	章衡	0.000984766
12989	潘興嗣	0.000979784
1171	林旦	0.000970328
18486	檀固	0.00096352
21820	錢顗	0.000958003
301	張璪	0.000944791
1435	邵亢	0.000936965
24379	趙君錫	0.000934954
1810	王罕	0.000928653
1302	呂和卿	0.000918034
7000	常安民	0.000917609
3528	李淑	0.000908779
27007	劉黃中	0.000908588
15532	金X臣	0.000884637
740	熊本	0.000882313
3256	朱服	0.000877342
1789	王兢	0.000875885
12125	程昉	0.000865509
1535	孫覽	0.000864291
11372	豐稷	0.000855384
77	陳升之	0.0008488
781	許將	0.000837675
14027	章望之	0.000835579
1514	孫長卿	0.000833485
21345	孫適	0.000833124
95228	令狐挻	0.000832915
1024	李復圭	0.000832193
20896	沈錫	0.000824352
8053	何執中	0.000821138
8016	張昇	0.000818943
12278	蕭汝為	0.000817032
10178	周濤	0.000812208
8126	鄧潤甫	0.000809804
481	周秩	0.000807211
470	金君卿	0.000801673
433	郟亶	0.000794766
20840	邵材	0.000789402
25676	趙宗藝	0.000788346
10531	趙允弼	0.00078401
229	張詵	0.000779912
16871	韓宗恕	0.000776958
3150	張奎	0.000776909
24811	常秩	0.00077509
10154	洪彥昇	0.000772812
14786	趙從信	0.000770942
13377	鄭紆	0.000761948
3979	王覃	0.00076013
50306	趙元昊	0.000753814
25044	徐勣	0.000751865
225	張瓌	0.000749431
7177	趙卨	0.000749035
1298	呂景初	0.000741125
11080	陳次升	0.000740467
748	徐九思	0.000738431
5424	徐氏(金君卿母)	0.000733754
1432	邵䶵	0.000725745
7286	練亨甫	0.000721464
21365	蔡淵	0.000715842
595	方宙	0.000711809
22043	王向	0.000709932
16807	趙允良	0.000707653
5402	曾德克	0.000706163
3055	陳執古	0.000697205
48614	黃寔	0.000695442
7018	趙彥若	0.000693339
21346	孫邈	0.000685146
8154	王巖叟	0.000681275
18876	吳顯道	0.000679499
7157	張誨	0.000679203
11556	劉康夫	0.000677599
7031	韓純彥	0.000673838
25033	龔夬	0.000660768
1640	丁度	0.000659861
20884	沈銖	0.000658244
15946	孔旼	0.00065786
1329	呂溫卿	0.000647791
800	薛向	0.000643421
4153	趙宗道	0.000636757
5112	王氏(孫長卿妻)	0.000634482
3339	何君平	0.000632376
845	黃莘	0.00062552
10180	周秘	0.000622342
7326	沈播	0.00061374
5048	李氏(夏安期妻)	0.000604294
698	夏安期	0.000604294
19870	王說	0.000603952
24812	常立	0.000599012
638	韓贄	0.000585922
24880	陳祐	0.00058545
11135	余象	0.000584845
7240	謝景平	0.000581882
19265	郭慶宗	0.000580797
15842	計用章	0.000578392
19871	王該	0.000574854
18648	許平	0.000571659
15439	程禦	0.000569011
10395	趙從審	0.000568766
16838	趙世岳	0.000568041
586	范子奇	0.000567282
2014	楊康國	0.000565156
2120	周師厚	0.000564542
271	張掞	0.000564499
26511	王尚恭	0.000562414
5117	謝氏(譚掞妻)	0.00056214
10414	趙世仍	0.000560453
5262	李氏(趙世岳妻)	0.000560177
5036	呂氏(韓忠彥妻)	0.000554152
12297	蕭洵	0.000554145
41356	吳某(吳申父)	0.000554145
718	蕭固	0.000554145
41353	吳申	0.000554145
25677	趙仲頎	0.000553389
1179	劉珵	0.000552369
41028	李宗易	0.000552154
24877	虞防	0.000549917
7408	虞太熙	0.000548072
10510	趙宗望	0.000546947
